lg,item,syn,sentence,condition,headn,attn,verbn,model_type,attention_entropy,attention_diff
russian,26,0,Поездки на остров для молодых влюблённых студентов были незабываемыми,PL-SG-PL,PL,SG,PL,bert,1.2255125,0.07269101080002754
russian,26,0,Поездки на острова для молодых влюблённых студентов была незабываемой,PL-PL-SG,PL,PL,SG,bert,0.8442949,0.0829888088487638
russian,26,0,Поездки на острова для молодых влюблённых студентов были незабываемыми,PL-PL-PL,PL,PL,PL,bert,1.2259479,0.07092146071433873
russian,27,0,Полёт через пролив из-за усилившегося северного ветра был запрещён,SG-SG-SG,SG,SG,SG,bert,1.1030912,0.09338584175352121
russian,27,0,Полёт через пролив из-за усилившегося северного ветра были запрещены,SG-SG-PL,SG,SG,PL,bert,0.9726488,0.10356779903533578
russian,27,0,Полёт через проливы из-за усилившегося северного ветра был запрещён,SG-PL-SG,SG,PL,SG,bert,1.1322324,0.09023520473248936
russian,27,0,Полёт через проливы из-за усилившегося северного ветра были запрещены,SG-PL-PL,SG,PL,PL,bert,1.057857,0.07711308937350567
russian,27,0,Полёты через пролив из-за усилившегося северного ветра был запрещён,PL-SG-SG,PL,SG,SG,bert,1.1116028,0.08945218399344916
russian,27,0,Полёты через пролив из-за усилившегося северного ветра были запрещены,PL-SG-PL,PL,SG,PL,bert,1.1435497,0.10191741432380598
russian,27,0,Полёты через проливы из-за усилившегося северного ветра был запрещён,PL-PL-SG,PL,PL,SG,bert,1.1224375,0.08916479301875065
russian,27,0,Полёты через проливы из-за усилившегося северного ветра были запрещены,PL-PL-PL,PL,PL,PL,bert,1.1841961,0.09185494375126621
russian,28,0,Прогулка через парк для ценителей ландшафтного дизайна была приятной,SG-SG-SG,SG,SG,SG,bert,0.8320874,0.10341512692047349
russian,28,0,Прогулка через парк для ценителей ландшафтного дизайна были приятными,SG-SG-PL,SG,SG,PL,bert,1.0590839,0.09985999490609021
russian,28,0,Прогулка через парки для ценителей ландшафтного дизайна была приятной,SG-PL-SG,SG,PL,SG,bert,0.8169764,0.11060471572774289
russian,28,0,Прогулка через парки для ценителей ландшафтного дизайна были приятными,SG-PL-PL,SG,PL,PL,bert,1.0470505,0.08897607088670643
russian,28,0,Прогулки через парк для ценителей ландшафтного дизайна была приятной,PL-SG-SG,PL,SG,SG,bert,0.8666951,0.07605597744775032
russian,28,0,Прогулки через парк для ценителей ландшафтного дизайна были приятными,PL-SG-PL,PL,SG,PL,bert,1.1168962,0.09629506718350822
russian,28,0,Прогулки через парки для ценителей ландшафтного дизайна была приятной,PL-PL-SG,PL,PL,SG,bert,0.8357217,0.08543654136603793
russian,28,0,Прогулки через парки для ценителей ландшафтного дизайна были приятными,PL-PL-PL,PL,PL,PL,bert,1.1041764,0.09161409141109449
russian,29,0,Прыжок через костёр для обладателей коротких ног был рискованным,SG-SG-SG,SG,SG,SG,bert,1.0682454,0.1320202538227994
russian,29,0,Прыжок через костёр для обладателей коротких ног были рискованными,SG-SG-PL,SG,SG,PL,bert,0.9824009,0.10726511389031235
russian,29,0,Прыжок через костры для обладателей коротких ног был рискованным,SG-PL-SG,SG,PL,SG,bert,1.0715467,0.13249151038277882
russian,29,0,Прыжок через костры для обладателей коротких ног были рискованными,SG-PL-PL,SG,PL,PL,bert,0.9918507,0.09814096920844828
russian,29,0,Прыжки через костёр для обладателей коротких ног был рискованным,PL-SG-SG,PL,SG,SG,bert,1.074231,0.0997700300464747
russian,29,0,Прыжки через костёр для обладателей коротких ног были рискованными,PL-SG-PL,PL,SG,PL,bert,1.0883554,0.10464866688778914
russian,29,0,Прыжки через костры для обладателей коротких ног был рискованным,PL-PL-SG,PL,PL,SG,bert,1.101166,0.10293005156003994
russian,29,0,Прыжки через костры для обладателей коротких ног были рискованными,PL-PL-PL,PL,PL,PL,bert,1.1280787,0.09705257106726915
russian,30,0,Путешествие на курорт для членов большой семьи было приятным,SG-SG-SG,SG,SG,SG,bert,0.85707223,0.08939589458425345
russian,30,0,Путешествие на курорт для членов большой семьи были приятными,SG-SG-PL,SG,SG,PL,bert,0.99517787,0.0939935762667771
russian,30,0,Путешествие на курорты для членов большой семьи было приятным,SG-PL-SG,SG,PL,SG,bert,0.85806596,0.08293423226482192
russian,30,0,Путешествие на курорты для членов большой семьи были приятными,SG-PL-PL,SG,PL,PL,bert,1.010075,0.07221309189041925
russian,30,0,Путешествия на курорт для членов большой семьи было приятным,PL-SG-SG,PL,SG,SG,bert,0.86316407,0.05980295909638826
russian,30,0,Путешествия на курорт для членов большой семьи были приятными,PL-SG-PL,PL,SG,PL,bert,1.0736862,0.08474612536367161
russian,30,0,Путешествия на курорты для членов большой семьи было приятным,PL-PL-SG,PL,PL,SG,bert,0.8646034,0.05264242726144086
russian,30,0,Путешествия на курорты для членов большой семьи были приятными,PL-PL-PL,PL,PL,PL,bert,1.0961419,0.05729500526182699
russian,31,0,Рецепт на порошок из-за частого предъявления аптекарям был мятым,SG-SG-SG,SG,SG,SG,bert,1.1395098,0.10198033180858104
russian,31,0,Рецепт на порошок из-за частого предъявления аптекарям были мятыми,SG-SG-PL,SG,SG,PL,bert,1.1099628,0.09309746724767919
russian,31,0,Рецепт на порошки из-за частого предъявления аптекарям был мятым,SG-PL-SG,SG,PL,SG,bert,1.1462901,0.11577074040245879
